dataElement,period,orgUnit,value
DeMalExp001,202501,OuKurukHC01,1
DeMalRec001,202501,OuKurukHC01,1
DeMalInd001,202501,OuKurukHC01,4
DeMalImp001,202501,OuKurukHC01,1
DePopEst001,202501,OuKurukHC01,17811
DeMalSus001,202502,OuKurukHC01,49
DeMalRdt001,202502,OuKurukHC01,36
DeMalMic001,202502,OuKurukHC01,6
DeMalPos001,202502,OuKurukHC01,8
DeMalPf0001,202502,OuKurukHC01,7
DeMalPv0001,202502,OuKurukHC01,1
DeMalMix001,202502,OuKurukHC01,0
DeMalSev001,202502,OuKurukHC01,1
DeMalDth001,202502,OuKurukHC01,0
DeMalTrt001,202502,OuKurukHC01,7
DeMalLln001,202502,OuKurukHC01,26
DeMalStk001,202502,OuKurukHC01,3
DeMalExp001,202502,OuKurukHC01,1
DeMalRec001,202502,OuKurukHC01,1
DeMalInd001,202502,OuKurukHC01,7
DeMalImp001,202502,OuKurukHC01,1
DePopEst001,202502,OuKurukHC01,17811
DeMalSus001,202503,OuKurukHC01,75
DeMalRdt001,202503,OuKurukHC01,57
DeMalMic001,202503,OuKurukHC01,12
DeMalPos001,202503,OuKurukHC01,16
DeMalPf0001,202503,OuKurukHC01,12
DeMalPv0001,202503,OuKurukHC01,4
DeMalMix001,202503,OuKurukHC01,0
DeMalSev001,202503,OuKurukHC01,1
DeMalDth001,202503,OuKurukHC01,0
DeMalTrt001,202503,OuKurukHC01,15
DeMalLln001,202503,OuKurukHC01,7
DeMalStk001,202503,OuKurukHC01,2
DeMalExp001,202503,OuKurukHC01,1
DeMalRec001,202503,OuKurukHC01,1
DeMalInd001,202503,OuKurukHC01,15
DeMalImp001,202503,OuKurukHC01,1
DePopEst001,202503,OuKurukHC01,17811
DeMalSus001,202504,OuKurukHC01,202
DeMalRdt001,202504,OuKurukHC01,130
DeMalMic001,202504,OuKurukHC01,31
DeMalPos001,202504,OuKurukHC01,24
DeMalPf0001,202504,OuKurukHC01,21
DeMalPv0001,202504,OuKurukHC01,3
DeMalMix001,202504,OuKurukHC01,0
DeMalSev001,202504,OuKurukHC01,1
DeMalDth001,202504,OuKurukHC01,0
DeMalTrt001,202504,OuKurukHC01,24
DeMalLln001,202504,OuKurukHC01,100
DeMalStk001,202504,OuKurukHC01,0
DeMalExp001,202504,OuKurukHC01,1
DeMalRec001,202504,OuKurukHC01,1
DeMalInd001,202504,OuKurukHC01,22
DeMalImp001,202504,OuKurukHC01,2
DePopEst001,202504,OuKurukHC01,17811
DeMalSus001,202505,OuKurukHC01,165
DeMalRdt001,202505,OuKurukHC01,112
DeMalMic001,202505,OuKurukHC01,24
DeMalPos001,202505,OuKurukHC01,30
DeMalPf0001,202505,OuKurukHC01,26
DeMalPv0001,202505,OuKurukHC01,4
DeMalMix001,202505,OuKurukHC01,0
DeMalSev001,202505,OuKurukHC01,2
DeMalDth001,202505,OuKurukHC01,0
DeMalTrt001,202505,OuKurukHC01,29
DeMalLln001,202505,OuKurukHC01,85
DeMalStk001,202505,OuKurukHC01,1
DeMalExp001,202505,OuKurukHC01,1
DeMalRec001,202505,OuKurukHC01,1
DeMalInd001,202505,OuKurukHC01,26
DeMalImp001,202505,OuKurukHC01,4
DePopEst001,202505,OuKurukHC01,17811
DeMalSus001,202506,OuKurukHC01,224
DeMalRdt001,202506,OuKurukHC01,128
DeMalMic001,202506,OuKurukHC01,56
DeMalPos001,202506,OuKurukHC01,35
DeMalPf0001,202506,OuKurukHC01,25
DeMalPv0001,202506,OuKurukHC01,10
DeMalMix001,202506,OuKurukHC01,0
DeMalSev001,202506,OuKurukHC01,2
DeMalDth001,202506,OuKurukHC01,0
DeMalTrt001,202506,OuKurukHC01,35
DeMalLln001,202506,OuKurukHC01,52
DeMalStk001,202506,OuKurukHC01,0
DeMalExp001,202506,OuKurukHC01,1
DeMalRec001,202506,OuKurukHC01,1
DeMalInd001,202506,OuKurukHC01,33
DeMalImp001,202506,OuKurukHC01,2
DePopEst001,202506,OuKurukHC01,17811
DeMalSus001,202507,OuKurukHC01,227
DeMalRdt001,202507,OuKurukHC01,158
DeMalMic001,202507,OuKurukHC01,38
DeMalPos001,202507,OuKurukHC01,36
DeMalPf0001,202507,OuKurukHC01,28
DeMalPv0001,202507,OuKurukHC01,8
DeMalMix001,202507,OuKurukHC01,0
DeMalSev001,202507,OuKurukHC01,3
DeMalDth001,202507,OuKurukHC01,0
DeMalTrt001,202507,OuKurukHC01,36
DeMalLln001,202507,OuKurukHC01,11
DeMalStk001,202507,OuKurukHC01,2
DeMalExp001,202507,OuKurukHC01,1
DeMalRec001,202507,OuKurukHC01,1
DeMalInd001,202507,OuKurukHC01,33
DeMalImp001,202507,OuKurukHC01,3
DePopEst001,202507,OuKurukHC01,17811
DeMalSus001,202508,OuKurukHC01,269
DeMalRdt001,202508,OuKurukHC01,165
DeMalMic001,202508,OuKurukHC01,44
DeMalPos001,202508,OuKurukHC01,42
DeMalPf0001,202508,OuKurukHC01,34
DeMalPv0001,202508,OuKurukHC01,8
DeMalMix001,202508,OuKurukHC01,0
DeMalSev001,202508,OuKurukHC01,2
DeMalDth001,202508,OuKurukHC01,0
DeMalTrt001,202508,OuKurukHC01,42
DeMalLln001,202508,OuKurukHC01,14
DeMalStk001,202508,OuKurukHC01,0
DeMalExp001,202508,OuKurukHC01,1
DeMalRec001,202508,OuKurukHC01,1
DeMalInd001,202508,OuKurukHC01,36
DeMalImp001,202508,OuKurukHC01,6
DePopEst001,202508,OuKurukHC01,17811
DeMalSus001,202509,OuKurukHC01,152
DeMalRdt001,202509,OuKurukHC01,115
DeMalMic001,202509,OuKurukHC01,18
DeMalPos001,202509,OuKurukHC01,28
DeMalPf0001,202509,OuKurukHC01,20
DeMalPv0001,202509,OuKurukHC01,7
DeMalMix001,202509,OuKurukHC01,1
DeMalSev001,202509,OuKurukHC01,2
DeMalDth001,202509,OuKurukHC01,0
DeMalTrt001,202509,OuKurukHC01,28
DeMalLln001,202509,OuKurukHC01,0
DeMalStk001,202509,OuKurukHC01,0
DeMalExp001,202509,OuKurukHC01,1
DeMalRec001,202509,OuKurukHC01,1
DeMalInd001,202509,OuKurukHC01,24
DeMalImp001,202509,OuKurukHC01,4
DePopEst001,202509,OuKurukHC01,17811
DeMalSus001,202510,OuKurukHC01,118
DeMalRdt001,202510,OuKurukHC01,81
DeMalMic001,202510,OuKurukHC01,19
DeMalPos001,202510,OuKurukHC01,22
DeMalPf0001,202510,OuKurukHC01,17
DeMalPv0001,202510,OuKurukHC01,5
DeMalMix001,202510,OuKurukHC01,0
DeMalSev001,202510,OuKurukHC01,1
DeMalDth001,202510,OuKurukHC01,0
DeMalTrt001,202510,OuKurukHC01,21
DeMalLln001,202510,OuKurukHC01,32
DeMalStk001,202510,OuKurukHC01,2
DeMalExp001,202510,OuKurukHC01,1
DeMalRec001,202510,OuKurukHC01,1
DeMalInd001,202510,OuKurukHC01,19
DeMalImp001,202510,OuKurukHC01,3
DePopEst001,202510,OuKurukHC01,17811
DeMalSus001,202511,OuKurukHC01,71
DeMalRdt001,202511,OuKurukHC01,52
DeMalMic001,202511,OuKurukHC01,12
DeMalPos001,202511,OuKurukHC01,12
DeMalPf0001,202511,OuKurukHC01,10
DeMalPv0001,202511,OuKurukHC01,2
DeMalMix001,202511,OuKurukHC01,0
DeMalSev001,202511,OuKurukHC01,0
DeMalDth001,202511,OuKurukHC01,0
DeMalTrt001,202511,OuKurukHC01,11
DeMalLln001,202511,OuKurukHC01,16
DeMalStk001,202511,OuKurukHC01,0
DeMalExp001,202511,OuKurukHC01,1
DeMalRec001,202511,OuKurukHC01,1
DeMalInd001,202511,OuKurukHC01,10
DeMalImp001,202511,OuKurukHC01,2
DePopEst001,202511,OuKurukHC01,17811
DeMalSus001,202512,OuKurukHC01,56
DeMalRdt001,202512,OuKurukHC01,39
DeMalMic001,202512,OuKurukHC01,9
DeMalPos001,202512,OuKurukHC01,12
DeMalPf0001,202512,OuKurukHC01,9
DeMalPv0001,202512,OuKurukHC01,3
DeMalMix001,202512,OuKurukHC01,0
DeMalSev001,202512,OuKurukHC01,1
DeMalDth001,202512,OuKurukHC01,0
DeMalTrt001,202512,OuKurukHC01,12
DeMalLln001,202512,OuKurukHC01,27
DeMalStk001,202512,OuKurukHC01,0
DeMalExp001,202512,OuKurukHC01,1
DeMalRec001,202512,OuKurukHC01,1
DeMalInd001,202512,OuKurukHC01,11
DeMalImp001,202512,OuKurukHC01,1
DePopEst001,202512,OuKurukHC01,17811
DeMalSus001,202401,OuNaikhHC01,38
DeMalRdt001,202401,OuNaikhHC01,28
DeMalMic001,202401,OuNaikhHC01,5
DeMalPos001,202401,OuNaikhHC01,6
DeMalPf0001,202401,OuNaikhHC01,5
DeMalPv0001,202401,OuNaikhHC01,1
DeMalMix001,202401,OuNaikhHC01,0
DeMalSev001,202401,OuNaikhHC01,0
DeMalDth001,202401,OuNaikhHC01,0
DeMalTrt001,202401,OuNaikhHC01,5
DeMalLln001,202401,OuNaikhHC01,9
DeMalStk001,202401,OuNaikhHC01,3
DeMalExp001,202401,OuNaikhHC01,1
DeMalRec001,202401,OuNaikhHC01,1
DeMalInd001,202401,OuNaikhHC01,5
DeMalImp001,202401,OuNaikhHC01,1
DePopEst001,202401,OuNaikhHC01,41100
DeMalSus001,202402,OuNaikhHC01,34
DeMalRdt001,202402,OuNaikhHC01,27
DeMalMic001,202402,OuNaikhHC01,4
DeMalPos001,202402,OuNaikhHC01,5
DeMalPf0001,202402,OuNaikhHC01,4
DeMalPv0001,202402,OuNaikhHC01,1
DeMalMix001,202402,OuNaikhHC01,0
DeMalSev001,202402,OuNaikhHC01,0
DeMalDth001,202402,OuNaikhHC01,0
DeMalTrt001,202402,OuNaikhHC01,4
DeMalLln001,202402,OuNaikhHC01,6
DeMalStk001,202402,OuNaikhHC01,0
DeMalExp001,202402,OuNaikhHC01,1
DeMalRec001,202402,OuNaikhHC01,1
DeMalInd001,202402,OuNaikhHC01,4
DeMalImp001,202402,OuNaikhHC01,1
DePopEst001,202402,OuNaikhHC01,41100
DeMalSus001,202403,OuNaikhHC01,79
DeMalRdt001,202403,OuNaikhHC01,43
DeMalMic001,202403,OuNaikhHC01,18
DeMalPos001,202403,OuNaikhHC01,13
DeMalPf0001,202403,OuNaikhHC01,11
DeMalPv0001,202403,OuNaikhHC01,2
DeMalMix001,202403,OuNaikhHC01,0
DeMalSev001,202403,OuNaikhHC01,1
DeMalDth001,202403,OuNaikhHC01,0
DeMalTrt001,202403,OuNaikhHC01,12
DeMalLln001,202403,OuNaikhHC01,15
DeMalStk001,202403,OuNaikhHC01,0
DeMalExp001,202403,OuNaikhHC01,1
DeMalRec001,202403,OuNaikhHC01,1
DeMalInd001,202403,OuNaikhHC01,12
DeMalImp001,202403,OuNaikhHC01,1
DePopEst001,202403,OuNaikhHC01,41100
DeMalSus001,202404,OuNaikhHC01,108
DeMalRdt001,202404,OuNaikhHC01,89
DeMalMic001,202404,OuNaikhHC01,14
DeMalPos001,202404,OuNaikhHC01,20
DeMalPf0001,202404,OuNaikhHC01,18
DeMalPv0001,202404,OuNaikhHC01,2
DeMalMix001,202404,OuNaikhHC01,0
DeMalSev001,202404,OuNaikhHC01,0
DeMalDth001,202404,OuNaikhHC01,0
DeMalTrt001,202404,OuNaikhHC01,20
DeMalLln001,202404,OuNaikhHC01,36
DeMalStk001,202404,OuNaikhHC01,1
DeMalExp001,202404,OuNaikhHC01,1
DeMalRec001,202404,OuNaikhHC01,1
DeMalInd001,202404,OuNaikhHC01,19
DeMalImp001,202404,OuNaikhHC01,1
DePopEst001,202404,OuNaikhHC01,41100
DeMalSus001,202405,OuNaikhHC01,127
DeMalRdt001,202405,OuNaikhHC01,84
DeMalMic001,202405,OuNaikhHC01,28
DeMalPos001,202405,OuNaikhHC01,21
DeMalPf0001,202405,OuNaikhHC01,18
DeMalPv0001,202405,OuNaikhHC01,3
DeMalMix001,202405,OuNaikhHC01,0
DeMalSev001,202405,OuNaikhHC01,1
DeMalDth001,202405,OuNaikhHC01,0
DeMalTrt001,202405,OuNaikhHC01,21
DeMalLln001,202405,OuNaikhHC01,106
DeMalStk001,202405,OuNaikhHC01,3
DeMalExp001,202405,OuNaikhHC01,1
DeMalRec001,202405,OuNaikhHC01,1
DeMalInd001,202405,OuNaikhHC01,19
DeMalImp001,202405,OuNaikhHC01,2
DePopEst001,202405,OuNaikhHC01,41100
DeMalSus001,202406,OuNaikhHC01,200
DeMalRdt001,202406,OuNaikhHC01,133
DeMalMic001,202406,OuNaikhHC01,28
DeMalPos001,202406,OuNaikhHC01,31
DeMalPf0001,202406,OuNaikhHC01,24
DeMalPv0001,202406,OuNaikhHC01,7
DeMalMix001,202406,OuNaikhHC01,0
DeMalSev001,202406,OuNaikhHC01,2
DeMalDth001,202406,OuNaikhHC01,0
DeMalTrt001,202406,OuNaikhHC01,31
DeMalLln001,202406,OuNaikhHC01,5
DeMalStk001,202406,OuNaikhHC01,0
DeMalExp001,202406,OuNaikhHC01,1
DeMalRec001,202406,OuNaikhHC01,1
DeMalInd001,202406,OuNaikhHC01,27
DeMalImp001,202406,OuNaikhHC01,4
DePopEst001,202406,OuNaikhHC01,41100
DeMalSus001,202407,OuNaikhHC01,256
DeMalRdt001,202407,OuNaikhHC01,176
DeMalMic001,202407,OuNaikhHC01,24
DeMalPos001,202407,OuNaikhHC01,41
DeMalPf0001,202407,OuNaikhHC01,33
DeMalPv0001,202407,OuNaikhHC01,7
DeMalMix001,202407,OuNaikhHC01,1
DeMalSev001,202407,OuNaikhHC01,4
DeMalDth001,202407,OuNaikhHC01,0
DeMalTrt001,202407,OuNaikhHC01,41
DeMalLln001,202407,OuNaikhHC01,7
DeMalStk001,202407,OuNaikhHC01,0
DeMalExp001,202407,OuNaikhHC01,1
DeMalRec001,202407,OuNaikhHC01,1
DeMalInd001,202407,OuNaikhHC01,37
DeMalImp001,202407,OuNaikhHC01,4
DePopEst001,202407,OuNaikhHC01,41100
DeMalSus001,202408,OuNaikhHC01,156
DeMalRdt001,202408,OuNaikhHC01,107
DeMalMic001,202408,OuNaikhHC01,34
DeMalPos001,202408,OuNaikhHC01,28
DeMalPf0001,202408,OuNaikhHC01,23
DeMalPv0001,202408,OuNaikhHC01,4
DeMalMix001,202408,OuNaikhHC01,1
DeMalSev001,202408,OuNaikhHC01,2
DeMalDth001,202408,OuNaikhHC01,0
DeMalTrt001,202408,OuNaikhHC01,28
DeMalLln001,202408,OuNaikhHC01,15
DeMalStk001,202408,OuNaikhHC01,0
DeMalExp001,202408,OuNaikhHC01,1
DeMalRec001,202408,OuNaikhHC01,1
DeMalInd001,202408,OuNaikhHC01,27
DeMalImp001,202408,OuNaikhHC01,1
DePopEst001,202408,OuNaikhHC01,41100
DeMalSus001,202409,OuNaikhHC01,201
DeMalRdt001,202409,OuNaikhHC01,136
DeMalMic001,202409,OuNaikhHC01,49
DeMalPos001,202409,OuNaikhHC01,32
DeMalPf0001,202409,OuNaikhHC01,26
DeMalPv0001,202409,OuNaikhHC01,6
DeMalMix001,202409,OuNaikhHC01,0
DeMalSev001,202409,OuNaikhHC01,3
DeMalDth001,202409,OuNaikhHC01,0
DeMalTrt001,202409,OuNaikhHC01,31
DeMalLln001,202409,OuNaikhHC01,0
DeMalStk001,202409,OuNaikhHC01,2
DeMalExp001,202409,OuNaikhHC01,1
DeMalRec001,202409,OuNaikhHC01,1
DeMalInd001,202409,OuNaikhHC01,29
DeMalImp001,202409,OuNaikhHC01,3
DePopEst001,202409,OuNaikhHC01,41100
DeMalSus001,202410,OuNaikhHC01,190
DeMalRdt001,202410,OuNaikhHC01,121
DeMalMic001,202410,OuNaikhHC01,30
DeMalPos001,202410,OuNaikhHC01,21
DeMalPf0001,202410,OuNaikhHC01,17
DeMalPv0001,202410,OuNaikhHC01,4
DeMalMix001,202410,OuNaikhHC01,0
DeMalSev001,202410,OuNaikhHC01,1
DeMalDth001,202410,OuNaikhHC01,0
DeMalTrt001,202410,OuNaikhHC01,21
DeMalLln001,202410,OuNaikhHC01,0
DeMalStk001,202410,OuNaikhHC01,0
DeMalExp001,202410,OuNaikhHC01,1
DeMalRec001,202410,OuNaikhHC01,1
DeMalInd001,202410,OuNaikhHC01,19
DeMalImp001,202410,OuNaikhHC01,2
DePopEst001,202410,OuNaikhHC01,41100
DeMalSus001,202411,OuNaikhHC01,86
DeMalRdt001,202411,OuNaikhHC01,57
DeMalMic001,202411,OuNaikhHC01,24
DeMalPos001,202411,OuNaikhHC01,14
DeMalPf0001,202411,OuNaikhHC01,10
DeMalPv0001,202411,OuNaikhHC01,4
DeMalMix001,202411,OuNaikhHC01,0
DeMalSev001,202411,OuNaikhHC01,1
DeMalDth001,202411,OuNaikhHC01,0
DeMalTrt001,202411,OuNaikhHC01,14
DeMalLln001,202411,OuNaikhHC01,32
DeMalStk001,202411,OuNaikhHC01,2
DeMalExp001,202411,OuNaikhHC01,1
DeMalRec001,202411,OuNaikhHC01,1
DeMalInd001,202411,OuNaikhHC01,13
DeMalImp001,202411,OuNaikhHC01,1
DePopEst001,202411,OuNaikhHC01,41100
DeMalSus001,202412,OuNaikhHC01,67
DeMalRdt001,202412,OuNaikhHC01,53
DeMalMic001,202412,OuNaikhHC01,7
DeMalPos001,202412,OuNaikhHC01,10
DeMalPf0001,202412,OuNaikhHC01,8
DeMalPv0001,202412,OuNaikhHC01,2
DeMalMix001,202412,OuNaikhHC01,0
DeMalSev001,202412,OuNaikhHC01,1
DeMalDth001,202412,OuNaikhHC01,0
DeMalTrt001,202412,OuNaikhHC01,10
DeMalLln001,202412,OuNaikhHC01,23
DeMalStk001,202412,OuNaikhHC01,1
DeMalExp001,202412,OuNaikhHC01,1
DeMalRec001,202412,OuNaikhHC01,1
DeMalInd001,202412,OuNaikhHC01,9
DeMalImp001,202412,OuNaikhHC01,1
DePopEst001,202412,OuNaikhHC01,41100
DeMalSus001,202501,OuNaikhHC01,28
DeMalRdt001,202501,OuNaikhHC01,15
DeMalMic001,202501,OuNaikhHC01,6
DeMalPos001,202501,OuNaikhHC01,4
DeMalPf0001,202501,OuNaikhHC01,3
DeMalPv0001,202501,OuNaikhHC01,1
DeMalMix001,202501,OuNaikhHC01,0
DeMalSev001,202501,OuNaikhHC01,0
DeMalDth001,202501,OuNaikhHC01,0
DeMalTrt001,202501,OuNaikhHC01,3
DeMalLln001,202501,OuNaikhHC01,35
DeMalStk001,202501,OuNaikhHC01,0
DeMalExp001,202501,OuNaikhHC01,1
DeMalRec001,202501,OuNaikhHC01,1
DeMalInd001,202501,OuNaikhHC01,4
DeMalImp001,202501,OuNaikhHC01,0
DePopEst001,202501,OuNaikhHC01,41593
DeMalSus001,202502,OuNaikhHC01,44
DeMalRdt001,202502,OuNaikhHC01,30
DeMalMic001,202502,OuNaikhHC01,7
DeMalPos001,202502,OuNaikhHC01,6
DeMalPf0001,202502,OuNaikhHC01,4
DeMalPv0001,202502,OuNaikhHC01,2
DeMalMix001,202502,OuNaikhHC01,0
DeMalSev001,202502,OuNaikhHC01,0
DeMalDth001,202502,OuNaikhHC01,0
DeMalTrt001,202502,OuNaikhHC01,6
DeMalLln001,202502,OuNaikhHC01,10
DeMalStk001,202502,OuNaikhHC01,0
DeMalExp001,202502,OuNaikhHC01,1
DeMalRec001,202502,OuNaikhHC01,1
DeMalInd001,202502,OuNaikhHC01,5
DeMalImp001,202502,OuNaikhHC01,1
DePopEst001,202502,OuNaikhHC01,41593
DeMalSus001,202503,OuNaikhHC01,72
DeMalRdt001,202503,OuNaikhHC01,45
DeMalMic001,202503,OuNaikhHC01,14
DeMalPos001,202503,OuNaikhHC01,11
DeMalPf0001,202503,OuNaikhHC01,9
DeMalPv0001,202503,OuNaikhHC01,2
DeMalMix001,202503,OuNaikhHC01,0
DeMalSev001,202503,OuNaikhHC01,0
DeMalDth001,202503,OuNaikhHC01,0
DeMalTrt001,202503,OuNaikhHC01,11
DeMalLln001,202503,OuNaikhHC01,23
DeMalStk001,202503,OuNaikhHC01,0
DeMalExp001,202503,OuNaikhHC01,1
DeMalRec001,202503,OuNaikhHC01,1
DeMalInd001,202503,OuNaikhHC01,10
DeMalImp001,202503,OuNaikhHC01,1
DePopEst001,202503,OuNaikhHC01,41593
DeMalSus001,202504,OuNaikhHC01,119
DeMalRdt001,202504,OuNaikhHC01,82
DeMalMic001,202504,OuNaikhHC01,13
DeMalPos001,202504,OuNaikhHC01,19
DeMalPf0001,202504,OuNaikhHC01,15
DeMalPv0001,202504,OuNaikhHC01,4
DeMalMix001,202504,OuNaikhHC01,0
DeMalSev001,202504,OuNaikhHC01,1
DeMalDth001,202504,OuNaikhHC01,0
DeMalTrt001,202504,OuNaikhHC01,19
DeMalLln001,202504,OuNaikhHC01,153
DeMalStk001,202504,OuNaikhHC01,0
DeMalExp001,202504,OuNaikhHC01,1
DeMalRec001,202504,OuNaikhHC01,1
DeMalInd001,202504,OuNaikhHC01,18
DeMalImp001,202504,OuNaikhHC01,1
DePopEst001,202504,OuNaikhHC01,41593
DeMalSus001,202505,OuNaikhHC01,134
DeMalRdt001,202505,OuNaikhHC01,76
DeMalMic001,202505,OuNaikhHC01,28
DeMalPos001,202505,OuNaikhHC01,20
DeMalPf0001,202505,OuNaikhHC01,15
DeMalPv0001,202505,OuNaikhHC01,4
DeMalMix001,202505,OuNaikhHC01,1
DeMalSev001,202505,OuNaikhHC01,1
DeMalDth001,202505,OuNaikhHC01,0
DeMalTrt001,202505,OuNaikhHC01,20
DeMalLln001,202505,OuNaikhHC01,179
DeMalStk001,202505,OuNaikhHC01,2
DeMalExp001,202505,OuNaikhHC01,1
DeMalRec001,202505,OuNaikhHC01,1
DeMalInd001,202505,OuNaikhHC01,18
DeMalImp001,202505,OuNaikhHC01,2
DePopEst001,202505,OuNaikhHC01,41593
DeMalSus001,202506,OuNaikhHC01,295
DeMalRdt001,202506,OuNaikhHC01,188
DeMalMic001,202506,OuNaikhHC01,53
DeMalPos001,202506,OuNaikhHC01,40
DeMalPf0001,202506,OuNaikhHC01,30
DeMalPv0001,202506,OuNaikhHC01,10
DeMalMix001,202506,OuNaikhHC01,0
DeMalSev001,202506,OuNaikhHC01,3
DeMalDth001,202506,OuNaikhHC01,0
DeMalTrt001,202506,OuNaikhHC01,40
DeMalLln001,202506,OuNaikhHC01,83
DeMalStk001,202506,OuNaikhHC01,0
DeMalExp001,202506,OuNaikhHC01,1
DeMalRec001,202506,OuNaikhHC01,1
DeMalInd001,202506,OuNaikhHC01,35
DeMalImp001,202506,OuNaikhHC01,5
DePopEst001,202506,OuNaikhHC01,41593
DeMalSus001,202507,OuNaikhHC01,270
DeMalRdt001,202507,OuNaikhHC01,186
DeMalMic001,202507,OuNaikhHC01,53
DeMalPos001,202507,OuNaikhHC01,40
DeMalPf0001,202507,OuNaikhHC01,31
DeMalPv0001,202507,OuNaikhHC01,8
DeMalMix001,202507,OuNaikhHC01,1
DeMalSev001,202507,OuNaikhHC01,2
DeMalDth001,202507,OuNaikhHC01,0
DeMalTrt001,202507,OuNaikhHC01,39
DeMalLln001,202507,OuNaikhHC01,17
DeMalStk001,202507,OuNaikhHC01,1
DeMalExp001,202507,OuNaikhHC01,1
DeMalRec001,202507,OuNaikhHC01,1
DeMalInd001,202507,OuNaikhHC01,36
DeMalImp001,202507,OuNaikhHC01,4
DePopEst001,202507,OuNaikhHC01,41593
DeMalSus001,202508,OuNaikhHC01,220
DeMalRdt001,202508,OuNaikhHC01,149
DeMalMic001,202508,OuNaikhHC01,23
DeMalPos001,202508,OuNaikhHC01,25
DeMalPf0001,202508,OuNaikhHC01,21
DeMalPv0001,202508,OuNaikhHC01,4
DeMalMix001,202508,OuNaikhHC01,0
DeMalSev001,202508,OuNaikhHC01,1
DeMalDth001,202508,OuNaikhHC01,0
DeMalTrt001,202508,OuNaikhHC01,25
DeMalLln001,202508,OuNaikhHC01,12
DeMalStk001,202508,OuNaikhHC01,0
DeMalExp001,202508,OuNaikhHC01,1
DeMalRec001,202508,OuNaikhHC01,1
DeMalInd001,202508,OuNaikhHC01,23
DeMalImp001,202508,OuNaikhHC01,2
DePopEst001,202508,OuNaikhHC01,41593
DeMalSus001,202509,OuNaikhHC01,137
DeMalRdt001,202509,OuNaikhHC01,85
DeMalMic001,202509,OuNaikhHC01,33
DeMalPos001,202509,OuNaikhHC01,24
DeMalPf0001,202509,OuNaikhHC01,18
DeMalPv0001,202509,OuNaikhHC01,5
DeMalMix001,202509,OuNaikhHC01,1
DeMalSev001,202509,OuNaikhHC01,0
DeMalDth001,202509,OuNaikhHC01,0
DeMalTrt001,202509,OuNaikhHC01,24
DeMalLln001,202509,OuNaikhHC01,11
DeMalStk001,202509,OuNaikhHC01,3
DeMalExp001,202509,OuNaikhHC01,1
DeMalRec001,202509,OuNaikhHC01,1
DeMalInd001,202509,OuNaikhHC01,20
DeMalImp001,202509,OuNaikhHC01,4
DePopEst001,202509,OuNaikhHC01,41593
DeMalSus001,202510,OuNaikhHC01,142
DeMalRdt001,202510,OuNaikhHC01,93
DeMalMic001,202510,OuNaikhHC01,18
DeMalPos001,202510,OuNaikhHC01,17
DeMalPf0001,202510,OuNaikhHC01,13
DeMalPv0001,202510,OuNaikhHC01,3
DeMalMix001,202510,OuNaikhHC01,1
DeMalSev001,202510,OuNaikhHC01,1
DeMalDth001,202510,OuNaikhHC01,0
DeMalTrt001,202510,OuNaikhHC01,17
DeMalLln001,202510,OuNaikhHC01,9
DeMalStk001,202510,OuNaikhHC01,0
DeMalExp001,202510,OuNaikhHC01,1
DeMalRec001,202510,OuNaikhHC01,1
DeMalInd001,202510,OuNaikhHC01,16
DeMalImp001,202510,OuNaikhHC01,1
DePopEst001,202510,OuNaikhHC01,41593
DeMalSus001,202511,OuNaikhHC01,84
DeMalRdt001,202511,OuNaikhHC01,65
DeMalMic001,202511,OuNaikhHC01,10
DeMalPos001,202511,OuNaikhHC01,16
DeMalPf0001,202511,OuNaikhHC01,13
DeMalPv0001,202511,OuNaikhHC01,3
DeMalMix001,202511,OuNaikhHC01,0
DeMalSev001,202511,OuNaikhHC01,1
DeMalDth001,202511,OuNaikhHC01,0
DeMalTrt001,202511,OuNaikhHC01,15
DeMalLln001,202511,OuNaikhHC01,4
DeMalStk001,202511,OuNaikhHC01,1
DeMalExp001,202511,OuNaikhHC01,1
DeMalRec001,202511,OuNaikhHC01,1
DeMalInd001,202511,OuNaikhHC01,14
DeMalImp001,202511,OuNaikhHC01,2
DePopEst001,202511,OuNaikhHC01,41593
DeMalSus001,202512,OuNaikhHC01,61
DeMalRdt001,202512,OuNaikhHC01,48
DeMalMic001,202512,OuNaikhHC01,8
DeMalPos001,202512,OuNaikhHC01,10
DeMalPf0001,202512,OuNaikhHC01,8
DeMalPv0001,202512,OuNaikhHC01,2
DeMalMix001,202512,OuNaikhHC01,0
DeMalSev001,202512,OuNaikhHC01,1
DeMalDth001,202512,OuNaikhHC01,0
DeMalTrt001,202512,OuNaikhHC01,10
DeMalLln001,202512,OuNaikhHC01,34
DeMalStk001,202512,OuNaikhHC01,1
DeMalExp001,202512,OuNaikhHC01,1
DeMalRec001,202512,OuNaikhHC01,1
DeMalInd001,202512,OuNaikhHC01,9
DeMalImp001,202512,OuNaikhHC01,1
DePopEst001,202512,OuNaikhHC01,41593
DeMalSus001,202401,OuKaptaiHC1,47
DeMalRdt001,202401,OuKaptaiHC1,26
DeMalMic001,202401,OuKaptaiHC1,10
DeMalPos001,202401,OuKaptaiHC1,5
DeMalPf0001,202401,OuKaptaiHC1,4
DeMalPv0001,202401,OuKaptaiHC1,1
DeMalMix001,202401,OuKaptaiHC1,0
DeMalSev001,202401,OuKaptaiHC1,0
DeMalDth001,202401,OuKaptaiHC1,0
